drug_name,form,indication,prescription_raw,method
明目羊肝丸,丸剂,滋阴明目。用于肝肾衰弱，精血不足，发为青盲，视物昏花，瞳孔散大，两目干涩，迎风流泪，目生内障。,羊肝 872g、青葙子 100g、葶苈子 100g、地肤子 100g、细辛 100g、菟丝子 100g、车前子 100g、黄芩 100g、泽泻 100g、决明子 100g、熟地黄 150g、肉桂 100g、茯苓 100g、枸杞子 100g、苦杏仁（炒）100g、麦冬 100g、茺蔚子 100g、五味子 100g、防风 100g、蕤仁 100g,以上二十味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 90~110g 制成大蜜丸，即得
明目蒺藜丸,丸剂,清热散风，明目退翳。用于上焦火盛引起的暴发火眼，云蒙障翳，羞明多眵，眼边赤烂，红肿痛痒，迎风流泪。,黄连 4g、川芎 36g、白芷 36g、蒺藜（盐水炙）108g、地黄 72g、荆芥 36g、旋覆花 36g、菊花 108g、薄荷 36g、蔓荆子（微炒）72g、黄柏 36g、连翘 36g、密蒙花 36g、防风 36g、赤芍 36g、栀子（姜水炙）36g、当归 72g、甘草 18g、决明子（炒）36g、黄芩 72g、蝉蜕 36g、石决明 36g、木贼 36g,以上二十三味，粉碎成细粉，过筛，混匀。用水泛丸，干燥，即得
和胃平肝丸,丸剂,舒气平肝，和胃止痛。用于肝胃不和，气郁结滞引起的两胁胀满，倒饱嘈杂，气逆作呕，胃脘刺痛，饮食无味。,沉香 30g、佛手 150g、木香 240g、香附（醋炙）30g、砂仁 240g、豆蔻仁 180g、枳壳（麸炒）300g、厚朴（姜炙）180g、川楝子 450g、延胡索（醋炙）300g、陈皮 240g、片姜黄 300g、白芍 360g、茯苓 300g,以上十四味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 200~210g 制成大蜜丸，即得
金佛酒,酒剂,理气解郁，宽胸活血，养血健胃。用于脘闷肋胀，食欲减退，睡眠不佳。,佛手 200g、黄精 100g、白术 50g、丹参 100g,以上四味，粉碎成粗粉。照流浸膏剂与浸膏剂项下的渗漉法（附录 17 页），用白酒作溶剂，浸渍 48 小时后，以每分钟 1~3ml 速度缓缓渗漉，收集渗漉液；另取蔗糖 1000g，用适量白酒溶解后加入渗漉液中，搅匀，滤过，制成 10000ml，即得
金粟丹,丹剂,疏风化痰，镇惊熄风。用于小儿风痰抽搐。,胆南星 200g、僵蚕（炒）100g、全蝎（制）100g、关白附（制）100g、石膏（飞）100g、麝香 2g、天麻（姜汁炒）200g、冰片 3g、乳香（制）200g,以上九味，麝香、冰片研细。其余胆南星等七味粉碎成细粉，过筛，混匀，用水泛丸。先取部分胆南星等细粉起母子，将麝香、冰片细粉泛于内层，再用其余细粉泛于外层。低温干燥，即得
乳核内消液,口服液,疏肝活血，软坚散结。用于经期乳胀痛有块，月经不调或量少色紫成块及乳腺增生。,浙贝母 120g、当归 70g、赤芍 120g、漏芦 70g、茜草 120g、香附 60g、柴胡 100g、郁金 60g、夏枯草 100g、丝瓜络 30g、甘草 15g、橘核 100g,以上十二味，当归、香附、柴胡、郁金提取挥发油；药渣及药液与其余浙贝母等八味加水煎煮二次，每次 1.5 小时，合并煎液，滤过，滤液浓缩至相对密度为 1.04~1.05，静置，倾取上清液，滤过，滤液继续浓缩至相对密度为 1.08~1.10，加入上述挥发油及适量防腐剂，混匀，制成 400ml，即得
肤痒冲剂,颗粒剂,祛风活血，除湿止痒。用于皮肤瘙痒症，湿疹，荨麻疹等瘙痒性皮肤病。,苍耳子（炒、去刺）200g、地肤子 200g、川芎 200g、红花 200g、白英 100g,以上五味，加水煎煮二次，第一次 2 小时，第二次 1 小时，合并煎液，静置沉淀 8 小时，取上清液浓缩至相对密度为 1.36 (65~75℃) 的清膏。取清膏 1 份，加蔗糖粉 3 份，糊精 1 份及乙醇适量，制成颗粒，干燥，即得
夜宁冲剂,颗粒剂,安神，养心。用于神经衰弱，头昏失眠，血虚多梦等症。,合欢皮 105g、大枣 75g、甘草 30g、女贞子 105g、首乌藤 105g、浮小麦 300g、灵芝 50g,以上七味，浮小麦加水煮沸后，于 80~90℃温浸二次，每次 2 小时，合并温浸液；取灵芝粉碎成粗粉，用乙醇适量浸泡七天，压榨滤过，滤液回收乙醇后备用；药渣与合欢皮等五味加水煎煮二次，每次 3 小时，合并煎液，滤过，滤液与上述两种溶液合并，静置，滤过，滤液浓缩至相对密度为 1.33~1.35 (40℃) 的清膏。取清膏 1 份，加蔗糖粉 4 份，糊精 1 份制成颗粒，干燥，即得
夜宁糖浆,糖浆剂,安神养心。用于神经衰弱，头昏失眠，血虚多梦等症。,合欢皮 105g、甘草 30g、首乌藤 105g、大枣 75g、女贞子 105g、浮小麦 300g、灵芝 50g,以上七味，浮小麦加水煮沸后，于 80~90℃温浸二次，每次 2 小时，合并温浸液；取灵芝粉碎成粗粉，用乙醇适量浸泡七天，压榨滤过，滤液回收乙醇后备用；药渣与合欢皮等五味加水煎煮二次，每次 3 小时，合并煎液，滤过，滤液与上述两种溶液合并，静置，滤过，滤液浓缩至适量，加入蔗糖 830g 与防腐剂适量，煮沸溶解，滤过，加水至 1000ml，混匀，即得
疝气丸,丸剂,散寒止痛。用于寒疝、气疝。,川楝子 400g、木香 200g、吴茱萸（甘草水制）100g、小茴香（盐炒）300g、六神曲（麸炒）270g,以上五味，粉碎成细粉，过筛，混匀。用黄酒泛丸，干燥，即得
定心丸,丸剂,益气养血，宁心安神。用于心血不足，烦躁失眠，健忘怔忡，惊悸多梦。,党参 50g、茯苓 100g、地黄 100g、麦冬 100g、柏子仁 150g、石菖蒲 100g、甘草（蜜炙）50g、远志 100g、酸枣仁 100g、黄芩 50g、当归 100g、五味子 25g、琥珀 25g、朱砂 20g、虫白蜡 25g,以上十五味，除虫白蜡外，朱砂、琥珀分别水飞或粉碎成极细粉，其余党参等十二味粉碎成细粉；将虫白蜡锉成细粉，与上述粉末配研，过筛，混匀。每 100g 粉末加炼蜜 90~100g 制成大蜜丸；或加炼蜜 30~40g 与适量的水泛丸，干燥，即得
定喘止嗽丸,丸剂,润肺，定喘，止嗽。用于阴虚肺热，久嗽痰喘，胸满呕逆，咳痰稠粘，夜卧不安，烦躁口渴。,罂粟壳 128g、石膏 64g、麻黄 64g、苦杏仁（去皮炒）64g、陈皮 64g、五味子（醋制）64g、砂仁 32g、甘草 64g,以上八味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 140~150g 制成大蜜丸，即得
驱虫片,片剂,杀虫、消积、通便。用于虫积腹痛，不思饮食，面黄肌瘦。,木香 80g、槟榔 80g、使君子（去壳）80g、雷丸 24g、白矾（煅枯）24g、芜荑 24g、芦荟 24g、大黄 80g、牵牛子（炒）80g、雄黄 24g,以上十味，大黄、白矾、雄黄、芦荟粉碎成细粉，过筛；槟榔、雷丸、牵牛子分别粉碎成中粉，使君子、芜荑分别粉碎成粗粉，照流浸膏剂与浸膏剂项下的渗漉法（附录 17 页），槟榔、牵牛子、使君子用 80% 乙醇，雷丸、芜荑用 45% 乙醇作溶剂，分别浸渍 48 小时后进行渗漉，收集漉液，回收乙醇，并浓缩至稠膏状；木香提取挥发油至尽，取药材细粉与上述各稠膏混匀，制成颗粒，喷加木香挥发油，混匀，压制成片，即得
参贝北瓜膏,膏剂,平喘化痰，润肺止咳，补中益气。用于哮喘气急，肺虚咳嗽，痰多津少。,北瓜清膏 95g、党参 140g、浙贝母 100g、南沙参 140g、干姜 250g,以上五味，除北瓜清膏外，其余党参等四味加水煎煮 2 次，第一次 1.5 小时，第二次 1 小时，分别滤过，滤液静置，取上清液合并，浓缩成相对密度为 1.28~1.30 (80~85℃) 的清膏；另取蔗糖 250g，赤砂糖 250g，加水 500g，加热溶解，加酒石酸 0.5g，煮沸 2 小时，加入上述清膏、北瓜清膏及饴糖 1500g，混匀，浓缩至规定的相对密度，滤过，即得
参芪丸,丸剂,补益元气。用于气虚体弱，四肢无力。,党参 300g、黄芪 300g,以上二味，将黄芪与党参 131.25g，加水煎煮二次，第一次 3 小时，第二次 2 小时，合并煎液，滤过，滤液浓缩成相对密度 1.30 (20℃) 的稠膏；剩余的党参粉碎成细粉，过筛，与上述稠膏混匀，制丸，干燥，即得
参桂理中丸,丸剂,温中散寒，祛湿定痛。用于脾胃虚寒，阳气不足引起的腹痛泄泻，手足厥冷，胃寒呕吐，寒湿疝气，妇女血寒，行经腹痛。,人参 60g、白术（炒）240g、干姜 240g、甘草 60g、附子（制）120g、肉桂 60g,以上六味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 110~120g 制成大蜜丸，即得
绍兴大补酒,酒剂,益气补血。用于气血两亏，倦怠乏力。,党参 30g、山药 30g、白术（炒）30g、熟地黄 82g、川芎 13g、杜仲叶（盐水炒）46g、茯苓 30g、当归 30g、黄芪（炙）30g、玉竹（制）82g、白芍（炒）23g、甘草（炙）13g,以上十二味，粉碎成粗粉，照流浸膏剂与浸膏剂项下的渗漉法（附录 17 页），用含乙醇量为 30% 的白酒与黄酒的混合液作溶剂，浸渍 24 小时后，以每分钟 1~3ml 速度缓缓渗漉，收集滤液，加入蔗糖及蜂蜜各 572g，搅拌使溶解，静置，滤过，制成 10000ml，即得
珍珠八宝眼药,洗剂,消障明目，止痛退肿。用于红筋，白障，赤肿烂眼，畏日羞明，迎风流泪。,珍珠 10g、冰片 50g、炉甘石（煅）260g、硼砂（制）3g、牛黄 10g、硇砂（煅）100g、石蟹（煅）66g、黄连干浸膏 1g,以上八味，除冰片、牛黄、黄连干浸膏外，将珍珠、炉甘石、石蟹水飞成极细粉，硼砂、硇砂粉碎成极细粉，混匀；将冰片、牛黄、黄连干浸膏研细，与上述粉末配研，过筛，混匀，即得
茯苓白术丸,丸剂,健脾益气，和胃化湿。用于脾虚湿困，食欲不振，脘腹胀闷，大便溏烂，形体虚弱，神疲乏力，面色萎黄，舌淡嫩、苔白腻，脉虚缓。,党参 100g、白术 100g、白扁豆（炒）100g、山药（炒）100g、莲子 100g、砂仁 100g、薏苡仁（炒）100g、陈皮 100g、茯苓 100g、甘草（蜜炙）100g、桔梗 100g,以上十一味，粉碎成细粉，过筛，混匀。用水泛丸，干燥，即得
胃肠复元膏,膏剂,益气保元，化瘀去毒，理气通下。用于胃肠手术后腹胀，胃肠活动减弱，老年性慢性便秘，气虚腹胀等症。,枳壳（麸炒）100g、太子参 100g、大黄 150g、蒲公英 300g、木香 100g、莱菔子（炒）200g、赤芍 150g、紫苏梗 100g、黄芪 150g、桃仁 150g,以上十味，除大黄粉碎成细粉外，其余枳壳等九味，加水煎煮二次，每次 2 小时，滤过，合并滤液，浓缩至相对密度 1.15~1.25 (60℃测) 的清膏。每 100g 清膏，加炼蜜 100g、大黄粉 15g，加热混匀，即得
胃灵合剂,口服液,健胃和中，制酸，止痛。用于胃炎，胃及十二指肠溃疡。,甘草（炙）150g、海螵蛸 150g、白芍（炒）120g、白术（炒）80g、延胡索 80g、党参 30g,以上六味，加水煎煮二次，每次 2 小时，合并煎液，滤过，滤液浓缩至适量，加防腐剂适量，搅匀，放冷，静置，取上清液，滤过，滤液加水使成 1000ml，搅匀，即得
胃灵冲剂,颗粒剂,健胃和中，制酸，止痛。用于胃炎，胃及十二指肠溃疡。,甘草（炙）750g、海螵蛸 750g、白芍（炒）600g、白术（炒）400g、延胡索 400g、党参 150g,以上六味，加水煎煮二次，每次 2 小时，合并煎液，滤过，滤液浓缩至稠膏状，加入糊精适量，拌匀，干燥，粉碎成细粉，制成颗粒，干燥，制成 1000g，即得
胃药胶囊,胶囊剂,制酸止痛。用于胃酸过多，胃痛，胃及十二指肠溃疡。,延胡索（醋制）120g、海螵蛸（漂）60g、青木香 60g、枯矾 90g、鸡蛋壳（炒）120g、珍珠母（煅）120g,以上六味，延胡索加酸水煎煮 3 次，合并煎液，滤过，静置，取上清液，浓缩成稠膏；青木香粉碎成细粉，过筛，与稠膏拌匀，制成棕色小颗粒，干燥；其余海螵蛸等四味，粉碎成细粉，加入 2% 的羧甲基纤维素钠及食用色素适量，制成红、黄、白小颗粒，干燥，与棕色小颗粒混匀，装入胶囊，即得
胃病丸,丸剂,健脾化滞，理气止呕。用于脾胃虚弱，消化不良引起的胃脘疼痛，气逆胸满，倒饱嘈杂，嗳气吞酸，呕吐恶心，宿食停水，食欲不振，大便不调。,槟榔 30g、陈皮 30g、山楂（炒）30g、桔梗 30g、黄连 15g、莱菔子（炒）15g、茯苓 30g、甘草 30g、木香 15g、白术（麸炒）60g、高良姜 15g、北沙参 60g、细辛 15g、香附（醋炙）30g、砂仁 15g、谷芽（炒）60g、白扁豆 30g、瓜蒌 60g、枳实（炒）30g、郁金 30g、泽泻 30g、豆蔻 15g、黄芩 30g、刀豆 30g、连翘 30g、薄荷 15g、枳壳（麸炒）30g、六神曲（炒）30g、麦芽（炒）60g、厚朴（姜炙）30g、鸡内金（醋炙）30g、吴茱萸（甘草水炙）15g、赭石（煅醋淬）30g、檀香 15g、苏合香 6g、法半夏 30g、薤白 30g、九节菖蒲 15g,以上三十八味，粉碎成细粉，过筛，混匀，用水泛丸，干燥。每 1000g 丸药加滑石粉 250g，包衣，打光，干燥，即得
胃痛丸,丸剂,舒肝和胃，理气止痛。用于胃部疼痛，肝郁气滞，胸胁胀满，恶心呕吐。,沉香 50g、木香 75g、丁香 40g、乳香（醋炒）30g、姜半夏 25g、香附（醋炒）75g、枳壳（麸炒）50g、延胡索（醋炒）40g、五灵脂（醋炒）40g、当归 50g、红花 50g、六神曲（炒）40g、砂仁 30g、豆蔻 30g、猪牙皂 40g、乌药 40g、高良姜 30g、肉桂 30g,以上十八味，粉碎成细粉，过筛，混匀，用水泛丸，低温干燥。每 100g 干丸用百草霜 3g 和粘合剂适量包衣，打光，即得
骨龙胶囊,胶囊剂,散寒镇痛，活血祛风，强筋壮骨。用于慢性风湿及类风湿性关节炎。,狗腿骨 1000g、穿山龙 300g,以上二味，取生狗腿骨破碎成 10~15cm 的碎块，用水浸洗 2~3 天，分次水煎，煎至胶尽，合并煎液，静置，取上清液，滤过，浓缩；穿山龙洗净切片，加水煎煮 2~3 次，每次 2 小时，合并煎液，静置，滤过，药液与胶液合并，依次加入冰糖 14.4g、豆油 6.4g、绍兴酒 2g，继续浓缩至稠膏状，烘干，粉碎成中粉，装胶囊，即得
复方白带丸,丸剂,健脾益气，固肾止带。用于脾肾两虚、带下。,白术（麸炒）60g、柴胡 15g、莲须 18g、墓头回 30g、牡蛎 18g、龙骨 18g、人参 30g、甘草（炙）30g、鸡冠花 30g、陈皮 15g、山药 60g、茯苓 36g、当归（酒制）30g、补骨脂（盐炒）30g、芡实（炒）30g,以上十五味，粉碎成细粉，过筛，混匀。每 100g 粉末加炼蜜 130~150g 制成大蜜丸，即得
复方百部止咳糖浆,糖浆剂,清肺止咳。用于肺热咳嗽，痰黄粘稠，百日咳。,百部（蜜炙）100g、苦杏仁 50g、桑白皮 50g、麦冬 25g、知母 25g、黄芩 100g、陈皮 100g、甘草 25g、天南星（制）25g、枳壳（炒）50g、桔梗 50g,以上十一味，加水煎煮二次，第一次 3 小时，第二次 2 小时，合并煎液，滤过，滤液浓缩至适量。另取蔗糖 650g，加水适量，煮沸，滤过，浓缩制成糖浆，与上述浓缩液混匀，煮沸，放冷，加入防腐剂、香精适量，搅匀，加水稀释至 1000ml，即得
复方杜仲片,片剂,补肾，平肝，清热。用于肾虚肝旺之高血压症。,复方杜仲流浸膏（按干膏计）150g、钩藤 150g,以上二味，将钩藤粉碎成细粉，与复方杜仲流浸膏混合均匀，干燥，粉碎，制成颗粒，压制成 1000 片，包糖衣，即得
复方苦木消炎片,片剂,清热解毒，燥湿止痢。用于细菌性痢疾，急性肠炎及各种急性感染性疾患。,穿心莲 100g、苦木 100g,以上二味，穿心莲加水煎煮二次，每次 2 小时，合并煎液，滤过，滤液浓缩成稠膏；苦木粉碎成粗粉，照流浸膏剂与浸膏剂项下的渗漉法（附录 17 页），用乙醇作溶剂，缓缓渗漉，漉液回收乙醇，浓缩成稠膏。将上述二种稠膏混匀，干燥，粉碎，过筛，加辅料适量，制成颗粒，压制成 1000 片，包糖衣，即得
复方枇杷叶膏,膏剂,清肺，止咳，化痰。用于风热咳嗽，咽喉干燥，咯痰不爽。,枇杷叶 100g、车前草 75g、百部 15g、苦杏仁 15g、桔梗 15g、麻黄 15g、浙贝母 15g、甘草 15g,以上八味，加水煎煮二次，每次 2 小时，合并煎液，滤过，滤液浓缩至适量，加入饴糖 550g 与苯甲酸钠 1.5g，搅匀，继续浓缩成稠膏，稍冷，加薄荷油 0.1ml，搅匀，即得
