drug_name,form,indication,prescription_raw
血栓心脉宁胶囊,胶囊剂,益气活血，开窍止痛。用于气虚血瘀所致的中风、胸痹，症见头晕目眩、半身不遂、胸闷心痛、心悸气短；缺血性中风恢复期、冠心病心绞痛见上述证候者。,川芎500g槐花250g丹参500g水蛭125g毛冬青250g人工牛黄12.5g人工麝香1.25g人参茎叶总皂苷25g冰片2.5g蟾酥1.25g
血栓通胶囊,胶囊剂,活血祛瘀，通脉活络。用于脑络瘀阻引起的中风偏瘫，心脉瘀阻引起的胸痹心痛；脑梗塞，冠心病心绞痛见上述证候者。,三七总皂苷100g
血脂宁丸,丸剂,化浊降脂，润肠通便。用于痰浊阻滞型高脂血症，症见头昏胸闷、大便干燥。,决明子2.5g山楂50g荷叶7.5g制何首乌2.5g
血脂灵片,片剂,化浊降脂，润肠通便。用于痰浊阻滞型高脂血症，症见头昏胸闷、大便干燥。,泽泻500g决明子500g山楂500g制何首乌500g
血康口服液,口服液,活血化瘀，消肿散结，凉血止血。用于血热妄行，皮肤紫斑；原发性及继发性血小板减少性紫癜。,肿节风浸膏125.0g
血滞通胶囊,胶囊剂,通阳散结，行气导滞。用于高脂血症血瘀痰阻所致的胸闷、乏力、腹胀。,薤白8000g
血塞通片,片剂,活血祛瘀，通脉活络，抑制血小板聚集和增加脑血流量。用于脑络瘀阻，中风偏瘫，心脉瘀阻，胸痹心痛；脑血管病后遗症，冠心病心绞痛属上述证候者。,三七总皂苷25g
血塞通胶囊,胶囊剂,活血祛瘀，通脉活络，抑制血小板聚集和增加脑血流量。用于脑络瘀阻，中风偏瘫，心脉瘀阻，胸痹心痛；脑血管病后遗症，冠心病心绞痛属上述证候者。,三七总皂苷50g
血塞通颗粒,颗粒剂,活血祛瘀，通脉活络，抑制血小板聚集和增加脑血流量。用于脑络瘀阻，中风偏瘫，心脉瘀阻，胸痹心痛；脑血管病后遗症，冠心病心绞痛属上述证候者。,三七总皂苷50g
全天麻胶囊,胶囊剂,平肝，息风，止痉。用于肝风上扰所致的眩晕、头痛、肢体麻木、癫痫抽搐。,天麻500g
全杜仲胶囊,胶囊剂,补肝肾，强筋骨，降血压。用于肾虚腰痛，腰膝无力；高血压见上述症状者。,杜仲2500g
全鹿丸,丸剂,补肾填精，健脾益气。用于脾肾两亏所致的老年腰膝酸软、神疲乏力、畏寒肢冷、尿次频数、崩漏带下。,全鹿干80g锁阳（酒炒）40g党参40g地黄40g牛膝40g熟地黄40g楮实子40g菟丝子40g山药40g盐补骨脂40g枸杞子（盐水炒）40g川芎（酒炒）40g肉苁蓉40g酒当归40g巴戟天40g炙甘草40g天冬40g五味子（蒸）40g麦冬40g炒白术40g覆盆子40g盐杜仲40g芡实40g花椒20g茯苓40g陈皮40g炙黄芪40g小茴香（酒炒）20g盐续断40g青盐20g胡芦巴（酒炒）40g沉香20g
壮骨关节丸,丸剂,补益肝肾，养血活血，舒筋活络，理气止痛。用于肝肾不足、血瘀气滞、脉络痹阻所致的骨性关节炎、腰肌劳损，症见关节肿胀、疼痛、麻木、活动受限。,狗脊384.5g淫羊藿230.7g独活230.7g骨碎补308g续断384.5g补骨脂230.7g桑寄生384.5g鸡血藤230.7g熟地黄922.8g木香230.7g乳香（醋炙）230.7g没药（醋炙）230.7g
壮骨伸筋胶囊,胶囊剂,补益肝肾，强筋壮骨，活络止痛。用于肝肾两虚、寒湿阻络所致的神经根型颈椎病，症见肩臂疼痛、麻木、活动障碍。,淫羊藿83g熟地黄100g鹿衔草83g骨碎补（炙）66g肉苁蓉66g鸡血藤66g红参66g狗骨33g茯苓33g威灵仙33g豨莶草33g葛根33g醋延胡索100g山楂33g洋金花6.6g
壮腰健身丸,丸剂,壮腰健肾。用于腰酸腿软，头晕耳鸣，眼花心悸，阳痿遗精。,酒女贞子24g黄精24g熟地黄36g金樱子24g狗脊24g制何首乌15g千斤拔30g
冰黄肤乐软膏,膏剂,清热燥湿，活血祛风，止痒消炎。用于湿热蕴结或血热风燥引起的皮肤瘙痒；神经性皮炎、湿疹、足癣及银屑病瘙痒性皮肤病见上述证候者。,大黄30g姜黄20g硫黄20g黄芩4g甘草4g冰片2g薄荷脑1.8g
冰硼散,散剂,清热解毒，消肿止痛。用于热毒蕴结所致的咽喉疼痛、牙龈肿痛、口舌生疮。,冰片50g硼砂（煅）500g朱砂60g玄明粉500g
庆余辟瘟丹,丹剂,,羚羊角30g醋香附30g大黄30g藿香30g玄精石30g玄明粉30g朱砂30g木香30g制川乌30g五倍子30g苍术（米泔水润炒）30g苏合香30g姜半夏30g玳瑁30g雄黄15g黄连30g滑石30g猪牙皂30g姜厚朴30g肉桂30g郁金30g茯苓30g茜草30g金银花30g黄芩30g柴胡20g黄柏30g紫苏叶20g升麻20g白芷20g天麻20g川芎20g拳参20g干姜20g丹参20g桔梗20g石菖蒲20g檀香20g蒲黄20g琥珀15g麻黄20g陈皮15g人工麝香15g安息香15g冰片15g细辛10g千金子霜10g丁香10g巴豆霜10g当归10g桃仁霜10g甘遂（制）10g红大戟10g莪术10g槟榔10g胡椒10g葶苈子10g炒白芍10g煅禹余粮10g桑白皮10g山豆根10g
产复康颗粒,颗粒剂,补气养血，祛瘀生新。用于气虚血瘀所致的产后恶露不绝，症见产后出血过多、淋漓不断、神疲乏力、腰腿酸软。,益母草333.33g当归150g人参50g黄芪150g何首乌166.67g桃仁100g蒲黄100g熟地黄166.67g醋香附133.33g昆布83.33g白术83.33g黑木耳83.33g
羊藿三七胶囊,胶囊剂,温阳通脉，化瘀止痛。用于阳虚血瘀所致的胸痹，症见胸痛，胸闷，心悸，乏力，气短等；冠心病，心绞痛属上述证候者。,淫羊藿1500g三七500g
关节止痛膏,膏剂,活血散瘀，温经镇痛。用于寒湿瘀阻经络所致风湿关节痛及关节扭伤。,辣椒流浸膏200g颠茄流浸膏120g薄荷素油40g水杨酸甲酯80g樟脑200g盐酸苯海拉明13g
灯台叶颗粒,颗粒剂,清热化痰止咳。用于痰热阻肺所致的咳嗽、咯痰；慢性支气管炎、百日咳见上述证候者。,灯台叶700g
灯盏生脉胶囊,胶囊剂,益气养阴，活血健脑。用于气阴两虚、瘀阻脑络引起的胸痹心痛，中风后遗症，症见痴呆、健忘、手足麻木症；冠心病心绞痛，缺血性心脑血管疾病，高脂血症见上述证候者。,灯盏细辛3000g人参600g五味子600g麦冬1100g
灯盏花素片,片剂,活血化瘀，通经活络。用于脑络瘀阻，中风偏瘫，心脉痹阻，胸痹心痛；中风后遗症及冠心病心绞痛见上述证候者。,灯盏花素20g
灯盏细辛注射液,注射剂,活血祛瘀，通络止痛。用于瘀血阻滞，中风偏瘫，肢体麻木，口眼歪斜，言语謇涩及胸痹心痛；缺血性中风、冠心病心绞痛见上述证候者。,灯盏细辛800g
灯盏细辛颗粒,颗粒剂,活血化瘀，通经活络。用于脑络瘀阻，中风偏瘫，心脉痹阻，胸痹心痛；缺血性中风、冠心病心绞痛见上述证候者。,灯盏细辛640g
安儿宁颗粒,颗粒剂,清热祛风，化痰止咳。用于小儿风热感冒，咳嗽有痰，发热咽痛，上呼吸道感染见上述证候者。,天竺黄66.7g红花53.3g人工牛黄5.3g岩白菜53.3g甘草53.3g高山辣根菜53.3g洪连66.7g檀香66.7g唐古特乌头66.7g
安中片,片剂,温中散寒，理气止痛，和胃止呕。用于阳虚胃寒所致的胃痛，症见胃痛绵绵、畏寒喜暖、泛吐清水、神疲肢冷；慢性胃炎、胃及十二指肠溃疡见上述证候者。,桂枝180g醋延胡索180g煅牡蛎180g小茴香120g砂仁120g高良姜60g甘草120g
安阳精制膏,膏剂,消积化癥，逐瘀止痛，舒筋活血，追风散寒。用于癥瘕积聚，风寒湿痹，胃寒疼痛，手足麻木。,生川乌24g生草乌24g乌药24g白蔹24g白芷24g白及24g木鳖子24g木通24g木瓜24g三棱24g莪术24g当归24g赤芍24g肉桂24g大黄48g连翘48g血竭10g阿魏10g乳香6g没药6g儿茶6g薄荷脑8g水杨酸甲酯8g冰片8g
安胃片,片剂,行气活血，制酸止痛。用于气滞血瘀所致的胃脘刺痛、吞酸嗳气、脘闷不舒；胃及十二指肠溃疡、慢性胃炎见上述证候者。,醋延胡索63g枯矾250g海螵蛸（去壳）187g
安胎丸,丸剂,养血安胎。用于妊娠血虚，胎动不安，面色萎黄，不思饮食，神疲乏力。,当归200g川芎（酒炙）200g黄芩200g炒白芍200g白术100g
安宫止血丸,丸剂,活血化瘀，清热止血。用于瘀热内蕴所致的恶露不净，症见恶露不止、小腹疼痛、口燥咽干；人工流产及产后子宫复位不全见上述证候者。,益母草1820g马齿苋1820g
安宫止血颗粒,颗粒剂,活血化瘀，清热止血。用于瘀热内蕴所致的恶露不净，症见恶露不止、小腹疼痛、口燥咽干；人工流产及产后子宫复位不全见上述证候者。,益母草2184g马齿苋2184g
安宫牛黄丸,丸剂,清热解毒，镇惊开窍。用于热病，邪入心包，高热惊厥，神昏谵语；中风昏迷及脑炎、脑膜炎、中毒性脑病、脑出血、败血症见上述证候者。,牛黄100g水牛角浓缩粉200g麝香或人工麝香25g珍珠50g朱砂100g雄黄100g黄连100g黄芩100g栀子100g郁金100g冰片25g
安宫牛黄散,散剂,清热解毒，镇惊开窍。用于热病，邪入心包，高热惊厥，神昏谵语；中风昏迷及脑炎、脑膜炎、中毒性脑病、脑出血、败血症见上述证候者。,牛黄100g水牛角浓缩粉200g人工麝香25g珍珠50g朱砂100g雄黄100g黄连100g黄芩100g栀子100g郁金100g冰片25g
安宫降压丸,丸剂,清热镇惊，平肝潜阳。用于肝阳上亢、肝火上炎所致的眩晕，症见头晕、目眩、心烦、目赤、口苦、耳鸣耳聋；高血压病见上述证候者。,郁金100g黄连100g栀子100g黄芩80g天麻20g珍珠母50g黄芪80g白芍80g党参150g麦冬80g醋五味子40g川芎80g人工牛黄100g水牛角浓缩粉100g冰片25g
安神补心丸,丸剂,养心安神。用于心血不足、虚火内扰所致的心悸失眠、头晕耳鸣。,丹参300g五味子（蒸）150g石菖蒲100g安神膏560g
安神补心颗粒,颗粒剂,养心安神。用于心血不足、虚火内扰所致的心悸失眠、头晕耳鸣。,丹参508g五味子（蒸）254g石菖蒲170g安神膏949g
安神补脑液,口服液,生精补髓，益气养血，强脑安神。用于肾精不足、气血两亏所致的头晕、乏力、健忘、失眠；神经衰弱症见上述证候者。,鹿茸3g制何首乌62.5g淫羊藿50g干姜12.5g甘草6.25g大枣12.5g维生素B10.5g
安神宝颗粒,颗粒剂,补肾益精，养心安神。用于失眠健忘，眩晕耳鸣，腰膝酸软。,炒酸枣仁312.5g枸杞子781.25g藤合欢156.25g
安神胶囊,胶囊剂,补血滋阴，养心安神。用于阴血不足，失眠多梦，心悸不宁，五心烦热，盗汗耳鸣。,炒酸枣仁40g川芎47g知母112g麦冬92g制何首乌32g五味子97g丹参130g茯苓97g
安脑丸,丸剂,清热解毒，醒脑安神，豁痰开窍，镇惊熄风。用于高热神昏，烦躁谵语，抽搐惊厥，中风窍闭，头痛眩晕；高血压、脑中风见上述证候者。,人工牛黄15g猪胆粉200g朱砂55g冰片35g水牛角浓缩粉200g珍珠50g黄芩150g黄连150g栀子150g雄黄95g郁金150g石膏120g煅赭石65g珍珠母80g薄荷脑15g
安脑片,片剂,清热解毒，醒脑安神，豁痰开窍，镇惊熄风。用于高热神昏，烦躁谵语，抽搐惊厥，中风窍闭，头痛眩晕；高血压、脑中风见上述证候者。,人工牛黄3.7g猪胆粉49.7g朱砂13.7g冰片8.7g水牛角浓缩粉49.7g珍珠12.4g黄芩37.3g黄连37.3g栀子37.3g雄黄23.6g郁金37.3g石膏29.8g煅赭石16.1g珍珠母19.9g薄荷脑3.7g
导赤丸,丸剂,清热泻火，利尿通便。用于火热内盛所致的口舌生疮、咽喉疼痛、心胸烦热、小便短赤、大便秘结。,连翘120g黄连60g栀子（姜炒）120g木通60g玄参120g天花粉120g赤芍60g大黄60g黄芩120g滑石120g
阳和解凝膏,膏剂,温阳化湿，消肿散结。用于脾肾阳虚、痰瘀互结所致的阴疽、瘰疬未溃、寒湿痹痛。,鲜牛蒡草480g（或干品120g）鲜凤仙透骨草40g（或干品10g）生川乌20g桂枝20g大黄20g当归20g生草乌20g生附子20g地龙20g僵蚕20g赤芍20g白芷20g白蔹20g白及20g川芎10g续断10g防风10g荆芥10g五灵脂10g木香10g香橼10g陈皮10g肉桂20g乳香20g没药20g苏合香40g人工麝香10g
阴虚胃痛颗粒,颗粒剂,养阴益胃，缓急止痛。用于胃阴不足所致的胃脘隐隐灼痛、口干舌燥、纳呆干呕；慢性胃炎、消化性溃疡见上述证候者。,北沙参240g麦冬200g石斛300g川楝子200g玉竹200g白芍240g炙甘草120g
防风通圣丸,丸剂,解表通里，清热解毒。用于外寒内热，表里俱实，恶寒壮热，头痛咽干，小便短赤，大便秘结，瘰疬初起，风疹湿疮。,防风50g荆芥穗25g薄荷50g麻黄50g大黄50g芒硝50g栀子25g滑石300g桔梗100g石膏100g川芎50g当归50g白芍50g黄芩100g连翘50g甘草200g白术（炒）25g
防风通圣颗粒,颗粒剂,解表通里，清热解毒。用于外寒内热，表里俱实，恶寒壮热，头痛咽干，小便短赤，大便秘结，瘰疬初起，风疹湿疮。,防风75.5g荆芥穗37.8g薄荷75.5g麻黄75.5g大黄75.5g芒硝75.5g栀子37.8g滑石453g桔梗151g石膏151g川芎75.5g当归75.5g白芍75.5g黄芩151g连翘75.5g甘草302g白术（炒）37.8g
如意金黄散,散剂,清热解毒，消肿止痛。用于热毒瘀滞肌肤所致疮疡肿痛、丹毒流注，症见肌肤红、肿、热、痛，亦可用于跌打损伤。,姜黄160g大黄160g黄柏160g苍术64g厚朴64g陈皮64g甘草64g生天南星64g白芷160g天花粉320g
如意定喘片,片剂,宣肺定喘，止咳化痰，益气养阴。用于气阴两虚所致的久咳气喘、体弱痰多；支气管哮喘、肺气肿、肺心病见上述证候者。,蛤蚧14g制蟾酥0.8g黄芪45g地龙45g麻黄45g党参45g苦杏仁72g白果45g枳实27g天冬36g南五味子（酒蒸）45g麦冬36g紫菀36g百部18g枸杞子27g熟地黄45g远志18g葶苈子18g洋金花18g石膏18g炙甘草45g
妇必舒阴道泡腾片,片剂,清热燥湿，杀虫止痒。主要用于妇女湿热下注证所致的白带增多、阴部瘙痒。,苦参120g蛇床子180g大黄120g百部120g乌梅120g硼砂90g冰片15g白矾15g甘草120g
妇乐颗粒,颗粒剂,清热凉血，化瘀止痛。用于瘀热蕴结所致的带下病，症见带下量多、色黄，少腹疼痛；慢性盆腔炎见上述证候者。,忍冬藤1126g大血藤1126g甘草113g大青叶338g蒲公英338g牡丹皮338g赤芍338g川楝子338g醋延胡索338g熟大黄225g
妇宁栓,栓剂,清热解毒，燥湿杀虫，去腐生肌，化瘀止痛。用于细菌、病毒、霉菌、滴虫引起的阴道炎、阴道溃疡、宫颈炎、宫颈糜烂、阴痒、阴蚀、黄白带下、味臭、小腹痛、腰骶痛。,苦参1370g关黄柏820g黄芩682g莪术410g蛤壳182g红丹27.3g儿茶27.3g乳香13.6g没药13.6g猪胆粉36.4g冰片5.5g
妇宁康片,片剂,补肾助阳，调补冲任，益气养血，安神解郁。用于肝肾不足、冲任失调所致月经不调，阴道干燥，情志抑郁，心神不安；妇女更年期综合征见上述证候者。,人参40.5g枸杞子54.1g当归54.1g熟地黄54.1g赤芍54.1g山茱萸54.1g知母54.1g黄柏40.5g牡丹皮54.1g石菖蒲27g远志40.5g茯苓54.1g菟丝子81g淫羊藿81g巴戟天81g蛇床子54.1g狗脊40.5g五味子40.5g
妇良片,片剂,补血健脾，固经止带。用于血虚脾弱所致月经不调、带下病，症见月经过多、持续不断、崩漏色淡、经后少腹隐痛、头晕目眩、面色无华或带多清稀。,当归75g熟地黄75g续断75g白芍75g山药75g白术75g地榆炭75g白芷75g煅牡蛎75g海螵蛸75g阿胶珠75g血余炭50g
妇炎净胶囊,胶囊剂,清热祛湿，调经止带。用于湿热蕴结所致的带下病、月经不调、痛经；慢性盆腔炎、附件炎、子宫内膜炎见上述证候者。,苦玄参250g地胆草375g当归250g鸡血藤375g两面针375g横经席375g柿叶375g菥蓂375g五指毛桃500g
妇炎消泡腾片,片剂,清热燥湿，止带除痒。用于湿热下注所致的带下、阴痒病。症见带下量多，呈豆腐渣样，或色黄如脓，或呈黄色泡沫样，其气腥臭，阴部瘙痒、潮红、肿胀；念珠菌阴道炎、滴虫阴道炎、细菌性阴道病见上述证候者。,苦参120g黄柏120g蛇床子60g金银花60g野菊花120g地肤子30g白芷30g石菖蒲18g冰片5g猪胆粉7.5g
妇炎康片,片剂,清热利湿，理气活血，散结消肿。用于湿热下注、毒瘀互阻所致带下病，症见带下量多、色黄、气臭，少腹痛，腰骶痛，口苦咽干；阴道炎、慢性盆腔炎见上述证候者。,赤芍60g土茯苓100g醋三棱60g炒川楝子60g醋莪术60g醋延胡索60g炒芡实100g当归100g苦参60g醋香附40g黄柏60g丹参100g山药120g
妇宝颗粒,颗粒剂,益肾和血，理气止痛。用于肾虚夹瘀所致的腰酸腿软、小腹胀痛、白带、经漏；慢性盆腔炎、附件炎见上述证候者。,地黄133g忍冬藤133g盐续断100g杜仲叶（盐炙）183g麦冬100g炒川楝子100g酒白芍133g醋延胡索100g甘草33g侧柏叶（炒）133g莲房炭133g大血藤133g
妇科十味片,片剂,养血舒肝，调经止痛。用于血虚肝郁所致月经不调、痛经、月经前后诸证，症见行经后错，经水量少、有血块，行经小腹疼痛，血块排出痛减，经前双乳胀痛、烦躁、食欲不振。,醋香附500g川芎20g当归180g醋延胡索40g白术29g甘草14g大枣100g白芍15g赤芍15g熟地黄60g碳酸钙65g
妇科止带片,片剂,清热燥湿，收敛止带。用于慢性子宫颈炎，子宫内膜炎，阴道炎所致湿热型带下病。,椿皮363g五味子64g黄柏363g龟甲242g茯苓363g阿胶120g山药363g
妇科止带胶囊,胶囊剂,清热燥湿，收敛止带。用于慢性子宫颈炎，子宫内膜炎，阴道炎所致的湿热型带下病。,椿皮363g五味子64g黄柏363g龟甲242g茯苓363g阿胶120g山药363g
妇科分清丸,丸剂,清热利湿，活血止痛。用于湿热瘀阻下焦所致妇女热淋证，症见尿频、尿急、尿少涩痛、尿赤浑浊。,当归200g白芍100g川芎150g地黄200g栀子100g黄连50g石韦50g海金沙25g甘草100g木通100g滑石150g
