drug_name,form,indication
逍遥丸（浓缩丸）,丸剂,疏肝健脾，养血调经。用于肝郁脾虚所致的郁闷不舒，胸胁胀痛，头晕目眩，食欲减退，月经不调。
逍遥片,片剂,疏肝健脾，养血调经。用于肝郁脾虚所致的郁闷不舒、胸胁胀痛、头晕目眩、食欲减退、月经不调。
逍遥胶囊,胶囊剂,疏肝健脾，养血调经。用于肝郁脾虚所致的郁闷不舒、胸胁胀痛、头晕目眩、食欲减退、月经不调。
逍遥颗粒,颗粒剂,疏肝健脾，养血调经。用于肝郁脾虚所致的郁闷不舒，胸胁胀痛，头晕目眩，食欲减退，月经不调。
蚝贝钙咀嚼片,片剂,补肾壮骨。用于儿童钙质缺乏及老年骨质疏松症的辅助治疗。
钻山风糖浆,糖浆剂,祛风除湿，散瘀镇痛，舒筋活络。用于风寒湿痹引起的腰膝冷痛，肢体麻木，伸屈不利等症。
铁笛口服液,口服液,润肺利咽，生津止渴。用于阴虚肺热津亏引起的咽干声哑、咽喉疼痛、口渴烦躁。
铁笛丸,丸剂,润肺利咽，生津止渴。用于阴虚肺热津亏引起的咽干声哑、咽喉疼痛、口渴烦躁。
积雪苷片,片剂,有促进创伤愈合作用。用于治疗外伤，手术创伤，烧伤，疤痕疙瘩及硬皮病。
射麻口服液,口服液,清肺化痰，止咳平喘。用于外邪犯肺、入里化热所致咳嗽、痰多稠粘，胸闷气喘，喉中痰鸣，发热或不发热，舌苔黄或黄白，或舌质红，脉弦滑或滑数。
健儿乐颗粒,颗粒剂,健脾消食，清心安神。用于脾失健运、心肝热盛所致厌食、夜啼，症见纳呆食少、消化不良、夜惊夜啼、夜眠不宁。
健儿消食口服液,口服液,健脾益胃，理气消食。用于小儿饮食不节、损伤脾胃引起的纳呆食少，脘胀腹满，手足心热，自汗乏力，大便不调，以至厌食、恶食。
健民咽喉片,片剂,清利咽喉，养阴生津，解毒泻火。用于热盛津伤、热毒内盛所致的咽喉肿痛、失音及上呼吸道炎症。
健步丸,丸剂,补肝肾，强筋骨。用于肝肾不足，腰膝酸软，下肢痿弱，步履艰难。
健胃片,片剂,舒肝和胃，消食导滞，理气止痛。用于肝胃不和，饮食停滞所致的胃痛，痞满，症见胃脘胀痛，嘈杂食少，嗳气口臭，大便不调。
健胃消食片,片剂,健胃消食。用于脾胃虚弱所致的食积，症见不思饮食、嗳腐酸臭、脘腹胀满；消化不良见上述证候者。
健胃愈疡片,片剂,疏肝健脾，生肌止痛。用于肝郁脾虚、肝胃不和所致的胃痛，症见脘腹胀痛、嗳气吞酸、烦躁不适、腹胀便溏；消化性溃疡见上述证候者。
健胃愈疡颗粒,颗粒剂,疏肝健脾，生肌止痛。用于肝郁脾虚、肝胃不和所致的胃痛，症见脘腹胀痛、嗳气吞酸、烦躁不适、腹胀便溏；消化性溃疡见上述证候者。
健脑丸,丸剂,补肾健脑，养血安神。用于心肾亏虚所致的记忆减退、头晕目眩、心悸失眠、腰膝酸软；老年轻度认知障碍见上述证候者。
健脑安神片,片剂,滋补强壮，镇静安神。用于神经衰弱，头痛，头晕，健忘失眠，耳鸣。
健脑补肾丸,丸剂,健脑补肾，益气健脾，安神定志。用于脾肾两虚所致的健忘、失眠、头晕目眩、耳鸣、心悸、腰膝酸软、遗精；神经衰弱和性功能障碍见上述证候者。
健脑胶囊,胶囊剂,补肾健脑，养血安神。用于心肾亏虚所致的记忆减退、头晕目眩、心悸失眠、腰膝酸软；老年轻度认知障碍见上述证候者。
健脾丸,丸剂,健脾开胃。用于脾胃虚弱，脘腹胀满，食少便溏。
健脾糖浆,糖浆剂,健脾开胃。用于脾胃虚弱，脘腹胀满，食少便溏。
健脾生血片,片剂,健脾和胃，养血安神。用于脾胃虚弱及心脾两虚所致的血虚证，症见面色萎黄或㿠白、食少纳呆、脘腹胀闷、大便不调、烦躁多汗、倦怠乏力、舌胖色淡、苔薄白、脉细弱；缺铁性贫血见上述证候者。
健脾生血颗粒,颗粒剂,健脾和胃，养血安神。用于小儿脾胃虚弱及心脾两虚型缺铁性贫血；成人气血两虚型缺铁性贫血。症见面色萎黄或㿠白，食少纳呆，腹胀脘闷，大便不调，烦躁多汗，倦怠乏力，舌胖色淡，苔薄白，脉细弱。
脂脉康胶囊,胶囊剂,消食，降脂，通血脉，益气血。用于瘀浊内阻、气血不足所致的动脉硬化症、高脂血症。
脂康颗粒,颗粒剂,滋阴清肝，活血通络。用于肝肾阴虚挟瘀之高血脂症，症见头晕或胀或痛，耳鸣眼花，腰膝酸软，手足心热，胸闷，口干，大便干结。
脏连丸,丸剂,清肠止血。用于肠热便血，肛门灼热，痔疮肿痛。
脑心通胶囊,胶囊剂,益气活血，化瘀通络。用于气虚血滞、脉络瘀阻所致中风中经络，半身不遂、肢体麻木、口眼歪斜、舌强语謇及胸痹心痛、胸闷、心悸、气短；脑梗塞、冠心病心绞痛属上述证候者。
脑心清片,片剂,活血化瘀，通络。用于脉络瘀阻，眩晕头痛，肢体麻木，胸痹心痛，胸中憋闷，心悸气短；冠心病、脑动脉硬化症见上述证候者。
脑乐静,口服液,养心安神。用于心神失养所致的精神忧郁、易惊不寐、烦躁。
脑立清丸,丸剂,平肝潜阳，醒脑安神。用于肝阳上亢，头晕目眩，耳鸣口苦，心烦难寐；高血压见上述证候者。
脑立清胶囊,胶囊剂,平肝潜阳，醒脑安神。用于肝阳上亢，头晕目眩，耳鸣口苦，心烦难寐；高血压见上述证候者。
脑安胶囊,胶囊剂,活血化瘀，益气通络。用于脑血栓形成急性期，恢复期属气虚血瘀证候者，症见急性起病、半身不遂、口舌歪斜、舌强语謇、偏身麻木、气短乏力、口角流涎、手足肿胀、舌暗或有瘀斑、苔薄白。
脑脉泰胶囊,胶囊剂,益气活血，熄风豁痰。用于中风气虚血瘀，风痰瘀血闭阻脉络证，症见半身不遂、口舌歪斜、言语謇涩、头晕目眩、半身麻木、气短乏力；缺血性中风恢复期及急性期轻症见上述证候者。
脑栓通胶囊,胶囊剂,活血通络，祛风化痰。用于风痰瘀血痹阻脉络引起的缺血性中风中经络急性期和恢复期。症见半身不遂，口舌歪斜，语言不利或失语，偏身麻木，气短乏力或眩晕耳鸣，舌质黯淡或暗红，苔薄白或白腻，脉沉细或弦细、弦滑。脑梗塞见上述证候者。
脑得生丸,丸剂,活血化瘀，通经活络。用于瘀血阻络所致的眩晕、中风，症见肢体不用、言语不利及头晕目眩；脑动脉硬化、缺血性中风及脑出血后遗症见上述证候者。
脑得生片,片剂,活血化瘀，通经活络。用于瘀血阻络所致的眩晕、中风，症见肢体不用、言语不利及头晕目眩；脑动脉硬化、缺血性中风及脑出血后遗症见上述证候者。
脑得生胶囊,胶囊剂,活血化瘀，通经活络。用于瘀血阻络所致的眩晕、中风，症见肢体不用、言语不利及头晕目眩；脑动脉硬化、缺血性中风及脑出血后遗症见上述证候者。
脑得生颗粒,颗粒剂,活血化瘀，通经活络。用于瘀血阻络所致的眩晕、中风，症见肢体不用、言语不利及头晕目眩；脑动脉硬化、缺血性中风及脑出血后遗症见上述证候者。
狼疮丸,丸剂,清热解毒，凉血活血。用于热毒壅滞、气滞血瘀所致的系统性红斑狼疮。
疳积散,散剂,消积化滞。用于食滞脾胃所致的疳证，症见不思乳食、面黄肌瘦、腹部膨胀、消化不良。
益元散,散剂,清暑利湿。用于感受暑湿，身热心烦，口渴喜饮，小便短赤。
益气养血口服液,口服液,益气养血。用于气血不足所致的气短心悸、面色不华、体虚乏力。
益气通络颗粒,颗粒剂,益气活血，祛瘀通络。用于中风病中经络（轻中度脑梗死）恢复期气虚血瘀证。症见半身不遂、口舌歪斜、言语謇涩或不语、偏身麻木、面色㿠白、气短乏力、自汗。
益气维血颗粒,颗粒剂,补血益气。用于气血两虚所致的面色萎黄或苍白、眩晕、神疲乏力、少气懒言、自汗、唇舌色淡、脉细弱；缺铁性贫血见于上述证候者。
益气聪明丸,丸剂,益气升阳，聪耳明目。用于视物昏花，耳聋耳鸣。
益心丸,丸剂,益气温阳，活血止痛。用于心气不足、心阳不振、瘀血闭阻所致的胸痹，症见胸闷心痛，心悸气短、畏寒肢冷、乏力自汗；冠心病心绞痛见上述证候者。
益心宁神片,片剂,补气生津，养心安神。用于心气不足、心阴亏虚所致的失眠多梦、心悸、记忆力减退；神经衰弱见上述证候者。
益心通脉颗粒,颗粒剂,益气养阴，活血通络。用于气阴两虚、瘀血阻络所致的胸痹，症见胸闷心痛、心悸气短、倦怠汗出、咽喉干燥；冠心病心绞痛见上述证候者。
益心舒丸,丸剂,益气复脉，活血化瘀，养阴生津。用于气阴两虚，瘀血阻脉所致的胸痹，症见胸痛胸闷，心悸气短，脉结代；冠心病心绞痛见上述证候者。
益心舒片,片剂,益气复脉，活血化瘀，养阴生津。用于气阴两虚，瘀血阻脉所致的胸痹，症见胸痛胸闷，心悸气短，脉结代；冠心病心绞痛见上述证候者。
益心舒胶囊,胶囊剂,益气复脉，活血化瘀，养阴生津。用于气阴两虚，瘀血阻脉所致的胸痹，症见胸痛胸闷、心悸气短、脉结代；冠心病心绞痛见上述证候者。
益心舒颗粒,颗粒剂,益气复脉，活血化瘀，养阴生津。用于气阴两虚，瘀血阻脉所致的胸痹，症见胸痛胸闷，心悸气短，脉结代；冠心病心绞痛见上述证候者。
益心酮片,片剂,活血化瘀，宣通血脉。用于瘀血阻脉所致的胸痹，症见胸闷憋气、心前区刺痛、心悸健忘、眩晕耳鸣；冠心病心绞痛、高脂血症、脑动脉供血不足见上述证候者。
益心酮分散片,片剂,活血化瘀，宣通血脉。用于瘀血阻脉所致的胸痹，症见胸闷憋气、心前区刺痛、心悸健忘、眩晕耳鸣；冠心病心绞痛、高脂血症、脑动脉供血不足见上述证候者。
益心酮滴丸,滴丸,活血化瘀，宣通血脉。用于瘀血阻脉所致的胸痹，症见胸闷憋气、心前区刺痛、心悸健忘、眩晕耳鸣；冠心病心绞痛、高脂血症、脑动脉供血不足见上述证候者。
益母丸,丸剂,行气活血，调经止痛。用于气滞血瘀所致的月经量少、错后、有血块、小腹疼痛、经行痛减、产后恶露不净。
益母草口服液,口服液,活血调经。用于血瘀所致的月经不调、产后恶露不绝，症见经水量少、淋漓不净、产后出血时间过长；产后子宫复旧不全见上述证候者。
益母草胶囊,胶囊剂,活血调经。用于血瘀所致的月经不调、产后恶露不绝，症见经水量少、淋漓不净、产后出血时间过长；产后子宫复旧不全见上述证候者。
益母草颗粒,颗粒剂,活血调经。用于血瘀所致的月经不调、产后恶露不绝，症见经水量少、淋漓不净、产后出血时间过长；产后子宫复旧不全见上述证候者。
益肾化湿颗粒,颗粒剂,升阳补脾，益肾化湿，利水消肿。用于慢性肾小球肾炎（肾功能：SCr<2mg/dl）脾虚湿盛证出现的蛋白尿，兼见水肿，疲倦乏力，畏寒肢冷，纳少。
益肾灵颗粒,颗粒剂,温阳补肾。用于肾气亏虚、阳气不足所致的阳痿、早泄、遗精或弱精症。
益肺清化膏,膏剂,益气养阴，清热解毒，化痰止咳。用于气阴两虚所致的气短、乏力、咳嗽、咯血、胸痛；晚期肺癌见上述证候者的辅助治疗。
益脑片,片剂,补气养阴，滋肾健脑，益智安神。用于心肝肾不足、气阴两虚所致的体倦头晕，失眠多梦，记忆力减退；神经衰弱，脑动脉硬化见上述证候者。
益脑宁片,片剂,益气补肾，活血通脉，用于气虚血瘀、肝肾不足所致的中风、胸痹，症见半身不遂、口舌歪斜、言语謇涩、肢体麻木或胸痛、胸闷、憋气；中风后遗症、冠心病心绞痛及高血压病见上述证候者。
烧伤灵酊,酊剂,清热燥湿，解毒消肿，收敛止痛。用于各种原因引起的Ⅰ、Ⅱ度烧伤。
宽胸气雾剂,气雾剂,辛温通阳，理气止痛。用于阴寒阻滞、气机郁痹所致的胸痹，症见胸闷、心痛、形寒肢冷；冠心病心绞痛见上述证候者。
凉解感冒合剂,口服液,辛凉解表、疏风清热。用于风热感冒引起的发热、恶风、头痛、鼻塞流涕、咳嗽、咽喉肿痛。
消肿止痛酊,酊剂,舒筋活络，消肿止痛。用于跌打扭伤，风湿骨痛，无名肿毒及腮腺炎肿痛。用于治疗手、足、耳部位的Ⅰ度冻疮（急性期），症见局部皮肤肿胀、瘙痒、疼痛。
消炎止咳片,片剂,消炎，镇咳，化痰，定喘。用于咳嗽痰多，胸满气逆。气管炎见上述证候者。
消炎止痛膏,膏剂,消炎，活血，镇痛。用于神经性疼痛，关节痛，头痛等。
消炎利胆片,片剂,清热，祛湿，利胆。用于肝胆湿热所致的胁痛、口苦；急性胆囊炎、胆管炎见上述证候者。
消炎退热颗粒,颗粒剂,清热解毒，凉血消肿。用于外感热病、热毒壅盛证，症见发热头痛、口干口渴、咽喉肿痛；上呼吸道感染见上述证候者，亦用于疮疖肿痛。
消咳喘胶囊,胶囊剂,止咳，祛痰，平喘。用于寒痰阻肺所致的咳嗽气喘、咯痰色白；慢性支气管炎见上述证候者。
消咳喘糖浆,糖浆剂,止咳，祛痰，平喘。用于寒痰阻肺所致的咳嗽气喘、咯痰色白；慢性支气管炎见上述证候者。
消食退热糖浆,糖浆剂,清热解毒，消食通便。用于小儿外感时邪、内兼食滞所致的感冒，症见高热不退、脘腹胀满、大便不畅；上呼吸道感染、急性胃肠炎见上述证候者。
消络痛片,片剂,散风祛湿。用于风湿阻络所致的痹病，症见肢体关节疼痛；风湿性关节炎见上述证候者。
消络痛胶囊,胶囊剂,散风祛湿。用于风湿阻络所致的痹病，症见肢体关节疼痛；风湿性关节炎见上述证候者。
消栓口服液,口服液,补气活血通络。用于中风气虚血瘀证，症见半身不遂、口舌歪斜、言语謇涩、气短乏力、面色㿠白；缺血性中风见上述证候者。
消栓肠溶胶囊,胶囊剂,补气，活血，通络。用于缺血性中风气虚血瘀证，症见眩晕，肢麻，瘫软，昏厥，半身不遂，口眼㖞斜，语言謇涩，面色㿠白，气短乏力。
消栓颗粒,颗粒剂,补气活血通络。用于中风气虚血瘀证，症见半身不遂，口舌歪斜，言语謇涩，气短乏力，面色㿠白；缺血性中风见上述证候者。
消栓通络片,片剂,活血化瘀，温经通络。用于瘀血阻络所致的中风，症见神情呆滞、言语謇涩、手足发凉、肢体疼痛；缺血性中风及高脂血症见上述证候者。
消栓通络胶囊,胶囊剂,活血化瘀，温经通络。用于瘀血阻络所致的中风，症见神情呆滞、言语謇涩、手足发凉、肢体疼痛；缺血性中风及高脂血症见上述证候者。
